,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-0
1,(...+...),-0.2196709566059385,2.000000e+07,zipping-6
2,((..+..)),-1.4866385529302981,2.356356e+06,zipping-8
3,(...+...),-0.2196709566059385,2.000000e+07,zipping-6
4,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
5,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
7,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
8,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
9,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
11,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
13,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
14,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
15,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
16,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
17,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-13
18,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
19,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
20,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
21,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
23,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
25,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
26,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
27,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
28,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
29,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
31,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
32,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
33,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
34,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
35,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
36,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
37,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
39,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
41,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
42,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
43,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
44,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
45,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
46,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
47,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
48,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
49,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
50,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
51,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
52,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
53,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
54,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
55,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
56,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
57,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
58,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
59,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
60,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
61,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
62,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
63,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
64,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
65,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
66,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
67,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
68,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
69,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
70,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
71,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
72,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
73,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
74,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
75,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
76,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
77,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
78,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
79,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
80,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
81,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
82,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
83,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
84,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
85,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
86,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
87,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
88,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
89,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
90,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
91,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
92,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
93,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
94,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
95,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
96,..((+))..,-1.4866385529302981,2.356356e+06,zipping-29
97,...(+)...,,,
